"Zip","Date Recd","Date Rept","Lab No","1:1 Soil pH","WDRF Buffer","1:1 Soluble Salt","Excess Lime","Organic Matter","CO2-C","H2O Total N","H2O Organic N","H2O Total Organic C","H3A Nitrate","H3A Ammonium","H3A Inorganic Nitrogen","H3A Total Phosphorus","H3A Inorganic Phosphorus","H3A Organic Phosphorus","H3A ICAP Potassium","H3A ICAP Calcium","H3A ICAP Aluminum","H3A ICAP Iron","H3A ICAP Sulfur","H3A ICAP Zinc","H3A ICAP Manganese","H3A ICAP Copper","H3A ICAP Magnesium","H3A ICAP Sodium","% MAC","Organic C:N","Organic N:Inorganic N","Organic N Release","Organic N Reserve","Organic P Release","Organic P Reserve","Soil Health Calculation","Available N","Available P","Available K","Nutrient Value","Traditional N","Haney Test N","Lbs N Difference","N savings","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3","Beta Glucosidase ppm pNP g-1 soil h-1","Urease ppm NH4-N g-1 soil h-1","Phosphodiesterase ppm pNP g-1 soil h-1","Dehydrogenase ppm INTF g-1 soil h-1","Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1","Beta Glucosaminidase ppm pNP g-1 soil h-1","Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1","Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1","Arylsulfatase ppm pNP g-1 soil h-1","Enzyme Soil Moisture %","Beginning Depth","Ending Depth","Cover crop mix"
"83303","9/26/2022","9/28/2022","503653","8.2","","0.24","HIGH","1.8","35.47","34.8","14.18","115.25","17.2","3.42","20.62","5.62","5.11","0.51","39.37","2850.15","17.53","2.24","11.12","0.04","1.2","0.05","244.26","30.07","30.78","8.13","0.69","14.18","0","0.47","0.04","7.27","41.76","12.84","47.25","72.96","20.64","41.76","21.12","21.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503654","8.2","","0.21","HIGH","1.9","39.39","27.99","13.86","106.31","12.3","1.83","14.13","7.43","6.75","0.68","93.8","2825.82","17.53","1.84","7.99","0.05","0.97","0.07","262.01","26.92","37.05","7.67","0.98","13.86","0","0.68","0","7.45","33.58","17.08","112.56","99.06","14.76","33.58","18.82","19.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503655","8.3","","0.2","HIGH","1.7","37.24","22.08","12.12","94.55","6.99","2.97","9.96","7.38","6.71","0.67","52.15","2859.25","17.09","1.91","6.48","0.05","0.92","0.06","247.74","24.04","39.38","7.8","1.22","12.12","0","0.67","0","6.83","26.5","16.98","62.58","66.66","8.39","26.5","18.11","18.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503656","8.2","","0.21","HIGH","1.8","40.49","23.76","12.17","93.2","9.27","2.32","11.59","5.43","4.94","0.49","40.11","2879.45","14.32","1.82","6.47","0.05","0.71","0.07","262.72","26.97","43.44","7.66","1.05","12.17","0","0.49","0","7.13","28.51","12.5","48.13","59.46","11.12","28.51","17.38","18.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503657","8.3","","0.21","HIGH","1.7","35.1","25.4","12.64","100.66","9.75","3.01","12.76","7.13","6.48","0.65","92.84","2825.55","15.67","1.88","6.65","0.06","0.8","0.07","238.57","22","34.87","7.96","0.99","12.64","0","0.65","0","6.79","30.48","16.39","111.4","94.95","11.7","30.48","18.78","19.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503658","8.2","","0.2","HIGH","1.8","34.62","19.07","8.13","95.9","8.2","2.74","10.94","7.81","7.1","0.71","56.82","2767.9","15.91","1.87","6.49","0.05","0.8","0.05","238.22","24.99","36.1","11.8","0.74","8.13","0","0.71","0","6.19","22.88","17.96","68.18","66.15","9.84","22.88","13.04","13.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503659","8.3","","0.2","HIGH","1.8","33.54","18.21","9.58","101.02","6.02","2.61","8.63","5.15","4.68","0.47","39.28","2837.66","16.3","1.98","5.42","0.05","0.79","0.05","240.93","28.25","33.21","10.54","1.11","9.58","0","0.47","0","6.33","21.85","11.84","47.14","51.74","7.22","21.85","14.63","15.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503660","8.2","","0.25","HIGH","1.7","38.6","26.4","10.58","113.79","13.4","2.42","15.82","7.17","6.52","0.65","92.08","2867.41","15.48","1.99","6.3","0.05","0.8","0.09","237.51","20.26","33.92","10.75","0.67","10.58","0","0.65","0","7.19","31.68","16.5","110.49","95.78","16.08","31.68","15.6","16.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503661","8.3","","0.17","HIGH","1.7","33.53","19.84","10.65","110.36","7.05","2.14","9.19","6.52","5.93","0.59","78","2851.25","16.69","1.84","5.96","0.04","0.74","0.08","236.28","26.13","30.38","10.36","1.16","10.65","0","0.54","0.05","6.63","23.81","14.88","93.6","78.41","8.46","23.81","15.35","15.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503662","8.2","","0.17","HIGH","1.7","31.18","20.76","9.64","102.66","9.14","1.98","11.12","8.62","7.84","0.78","53.3","2796.55","19.75","2.04","6.46","0.04","0.94","0.07","248.99","25.3","30.37","10.65","0.87","9.64","0","0.71","0.07","6.13","24.91","19.67","63.97","66.94","10.97","24.91","13.94","14.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","4","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503663","8.3","","0.23","HIGH","1.6","35.52","25.25","8.18","98.41","15","2.07","17.07","5.02","4.56","0.46","37.94","2797","14.31","2.01","7.51","0.04","0.72","0.08","248.93","29.36","36.09","12.04","0.48","8.18","0","0.46","0","6.34","30.29","11.54","45.53","59.58","18","30.29","12.29","12.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503664","8.3","","0.13","HIGH","1.6","43.11","16.65","9.37","97.96","5.2","2.08","7.28","5.76","5.24","0.52","37.25","2835.44","13.43","1.87","6.42","0.04","0.73","0.06","234.88","24.6","44.01","10.45","1.29","9.37","0","0.52","0","7.21","19.98","13.26","44.7","49.23","6.24","19.98","13.74","14.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503665","8.4","","0.12","HIGH","1.5","21.75","20.34","7.83","92.81","8.3","4.21","12.51","2.63","2.39","0.24","22.04","3005.04","11.01","2.56","7.7","0.03","0.46","0.05","265.03","30.76","23.44","11.86","0.63","7.34","0.49","0.17","0.07","4.81","23.81","5.88","26.44","40.7","9.96","23.81","13.85","14.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503666","8.3","","0.11","HIGH","1.7","36.3","20.69","9.47","102.84","7.97","3.25","11.22","5.81","5.28","0.53","53.84","2936.03","13.89","2.02","6.42","0.05","0.69","0.09","238.23","25.88","35.3","10.86","0.84","9.47","0","0.53","0","6.63","24.82","13.36","64.61","64.27","9.56","24.82","15.26","15.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503667","8.3","","0.1","HIGH","1.8","26.34","22.46","10.06","100.23","8.38","4.02","12.4","6.97","6.34","0.63","40.54","2963.41","15.24","1.8","6.71","0.04","0.59","0.09","241.17","30.4","26.28","9.96","0.81","10.06","0","0.5","0.13","5.64","26.95","15.73","48.65","59.59","10.06","26.95","16.89","17.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503668","8.3","","0.12","HIGH","1.7","30.28","18.94","8.57","98.22","6.81","3.56","10.37","4.46","4.05","0.4","28.16","2953.31","15.04","2.15","6.34","0.03","0.7","0.05","229.27","30.47","30.82","11.47","0.83","8.57","0","0.37","0.03","5.85","22.72","10.18","33.79","45.21","8.17","22.72","14.55","15.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503669","8.3","","0.14","HIGH","1.8","38.44","23.46","9.73","115.3","10.1","3.63","13.73","5.35","4.86","0.49","51.17","2955.81","13.9","2.27","5.76","0.05","0.8","0.07","236.4","25.45","33.34","11.84","0.71","9.73","0","0.49","0","7.12","28.16","12.3","61.4","65.64","12.12","28.16","16.04","16.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503670","8.3","","0.12","HIGH","1.8","35.58","21.98","11.88","112.5","7.08","3.02","10.1","5.72","5.2","0.52","40.86","2953.66","17.24","2.45","6.69","0.04","0.73","0.08","236.17","31.41","31.63","9.47","1.18","11.88","0","0.49","0.03","7","26.37","13.09","49.03","57.97","8.5","26.37","17.87","18.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503671","8.3","","0.11","HIGH","1.7","18.13","20.87","9.41","101.75","7.36","4.1","11.46","7.12","6.47","0.65","35.59","2913.61","18.31","2.14","6.2","0.05","0.72","0.06","236.55","28.02","17.82","10.81","0.82","6.71","2.7","0.35","0.3","4.79","21.8","15.68","42.71","51.24","8.83","21.8","12.97","13.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","8","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503672","8.3","","0.09","HIGH","1.5","18.65","19.88","8.3","96.5","8.38","3.2","11.58","3.08","2.8","0.28","30.04","3001.34","12.83","1.93","7.64","0.03","0.56","0.07","245.81","32.59","19.33","11.62","0.72","6.42","1.88","0.16","0.12","4.63","21.6","6.81","36.05","43.62","10.06","21.6","11.54","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503673","8.4","","0.1","HIGH","1.3","27.94","19.4","7.68","95.59","7.54","4.18","11.72","2.46","2.24","0.22","37.97","3194.58","9.12","2.95","7.01","0.18","0.76","0.16","236.52","27.16","29.23","12.45","0.66","7.68","0","0.2","0.03","5.47","23.28","5.6","45.56","49.57","9.05","23.28","14.23","14.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503674","8.2","","0.1","HIGH","1.8","36.86","23.89","10.08","112.55","9.44","4.37","13.81","4.82","4.38","0.44","31.34","2889.49","13.82","1.85","7.41","0.09","0.83","0.07","254.05","27.61","32.75","11.17","0.73","10.08","0","0.43","0.01","6.94","28.66","11.06","37.61","53.71","11.33","28.66","17.34","18.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503675","8.4","","0.19","HIGH","1.6","34.34","21.22","9.3","111.95","7.66","4.26","11.92","3.1","2.82","0.28","42.69","2987.86","12.43","1.8","8.02","0.06","0.57","0.05","248.65","29.46","30.67","12.04","0.78","9.3","0","0.26","0.02","6.6","25.46","7.08","51.22","55.35","9.19","25.46","16.27","16.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503676","8.3","","0.17","HIGH","1.5","23.82","20.7","9.56","103.13","7.92","3.22","11.14","2.67","2.43","0.24","29.5","3022.06","12.71","1.73","7.4","0.04","0.47","0.06","238.67","33.05","23.1","10.79","0.86","8.83","0.73","0.17","0.07","5.4","23.96","5.98","35.4","45.37","9.5","23.96","14.46","15.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503677","8.4","","0.15","HIGH","1.2","9.88","15.7","7.49","84.97","4.34","3.87","8.21","1.91","1.74","0.17","17.79","3092.51","10.65","1.58","7.24","0.03","0.26","0.04","238.85","29.29","11.62","11.35","0.91","3.48","4.01","0.06","0.11","3.44","14.03","4.14","21.35","27.17","5.21","14.03","8.82","9.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503678","8.3","","0.17","HIGH","1.4","25.1","20.09","9.43","104.85","6.4","4.26","10.66","2.71","2.46","0.25","39.46","3036.48","9.68","1.72","7.44","0.2","0.42","0.08","242.55","33.46","23.94","11.11","0.88","9.03","0.4","0.18","0.07","5.55","23.63","6.06","47.36","51.05","7.68","23.63","15.95","16.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
"83303","9/26/2022","9/28/2022","503679","8.5","","0.19","HIGH","1.3","14.9","17.64","7.96","82.8","6.51","3.17","9.68","2.34","2.13","0.21","22.38","3053.68","9.23","1.57","7.09","0.02","0.29","0.06","242.43","28.36","17.99","10.4","0.82","5.73","2.23","0.11","0.1","3.94","18.49","5.16","26.85","35.03","7.81","18.49","10.68","11.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","60% Legume 40% Grass"
"83303","9/26/2022","9/28/2022","503680","8.3","","0.23","HIGH","1.6","23.29","17.86","8.87","95","5.8","3.19","8.99","3.61","3.28","0.33","27.99","2894.03","15.16","2","6.89","0.03","0.48","0.06","236.94","27.52","24.51","10.71","0.99","8.7","0.17","0.24","0.09","5.12","21.22","8.1","33.59","42.59","6.96","21.22","14.26","14.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","12","50% Legume 50% Grass"
