"Zip","Date Recd","Date Rept","Lab No","1:1 Soil pH","WDRF Buffer","1:1 Soluble Salt","Excess Lime","Organic Matter","CO2-C","H2O Total N","H2O Organic N","H2O Total Organic C","H3A Nitrate","H3A Ammonium","H3A Inorganic Nitrogen","H3A Total Phosphorus","H3A Inorganic Phosphorus","H3A Organic Phosphorus","H3A ICAP Potassium","H3A ICAP Calcium","H3A ICAP Aluminum","H3A ICAP Iron","H3A ICAP Sulfur","H3A ICAP Zinc","H3A ICAP Manganese","H3A ICAP Copper","H3A ICAP Magnesium","H3A ICAP Sodium","% MAC","Organic C:N","Organic N:Inorganic N","Organic N Release","Organic N Reserve","Organic P Release","Organic P Reserve","Soil Health Calculation","Available N","Available P","Available K","Nutrient Value","Traditional N","Haney Test N","Lbs N Difference","N savings","Cover crop mix","Past Crop","Crop 1","YG 1","Nitrogen Rec 1","P205 Rec 1","K2O Rec 1","Magnesium Rec 1","Sulfur Rec 1","Zinc Rec 1","Iron Rec 1","Manganese Rec 1","Copper Rec 1","Lime Rec 1","Crop 2","YG 2","Nitrogen Rec 2","P205 Rec 2","K2O Rec 2","Magnesium Rec 2","Sulfur Rec 2","Zinc Rec 2","Iron Rec 2","Manganese Rec 2","Copper Rec 2","Lime Rec 2","Crop 3","YG 3","Nitrogen Rec 3","P205 Rec 3","K2O Rec 3","Magnesium Rec 3","Sulfur Rec 3","Zinc Rec 3","Iron Rec 3","Manganese Rec 3","Copper Rec 3","Lime Rec 3","Beta Glucosidase ppm pNP g-1 soil h-1","Urease ppm NH4-N g-1 soil h-1","Phosphodiesterase ppm pNP g-1 soil h-1","Dehydrogenase ppm INTF g-1 soil h-1","Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1","Beta Glucosaminidase ppm pNP g-1 soil h-1","Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1","Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1","Arylsulfatase ppm pNP g-1 soil h-1","Enzyme Soil Moisture %","Beginning Depth","Ending Depth","Regenerative Certified","Score"
"76571","10/18/2022","10/20/2022","19441","7.92","","0.18","NONE","1.2","22.65","31.68","19.41","220.04","10.6","1.67","12.27","22.52","19.2","3.32","174.3","407.66","128.04","29.87","35.96","0.65","3.92","0.59","141.99","109.24","10.29","11.33","1.58","7.99","11.42","1.02","2.29","8.61","36.47","46.51","209.16","163.91","19.08","36.47","17.39","18.09","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19442","7.98","","0.15","HIGH","1.8","24.58","61.99","17.25","273.93","43.2","1.54","44.74","51.92","46.6","5.32","396.43","815.03","61.74","17.19","23.41","1.26","2.9","1.51","200.73","93.02","8.97","15.88","0.39","6.19","11.06","1.43","3.89","9.66","91.68","110.48","475.72","384.02","77.76","91.68","13.92","14.47","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","11.22"
"76571","10/18/2022","10/20/2022","19443","8.21","","0.12","HIGH","0.9","9.37","23.98","11.83","152.16","10.2","1.95","12.15","12.04","9.39","2.65","104.31","1351.67","63.08","9.79","20.47","0.3","0.94","0.23","225.25","103.05","6.16","12.86","0.97","2.91","8.91","0.49","2.16","5.16","27.11","22.72","125.18","101.24","18.36","27.11","8.75","9.1","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19444","7.91","","0.28","NONE","1.6","28.23","50.28","18.39","279.98","29.5","2.39","31.89","120","113","7","519.35","529.55","85.99","42.21","105.45","1.71","7.3","1.38","222.59","166.48","10.08","15.23","0.58","7.42","10.97","2.12","4.88","10.26","70.75","264.77","623.22","506.98","53.1","70.75","17.65","18.36","40% Legume 60% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","10.74"
"76571","10/18/2022","10/20/2022","19445","7.92","","0.7","HIGH","0.7","9.85","24.22","15.61","162.91","8.37","0.24","8.61","41.81","38.8","3.01","320.05","695.08","93.06","24.71","352.44","0.39","5.54","0.36","208.26","313.29","6.05","10.44","1.81","3.77","11.83","0.55","2.47","5.8","22.29","90.5","384.06","256.84","15.07","22.29","7.23","7.51","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19446","8.13","","0.3","NONE","1.9","21.4","67.87","27.01","350.14","38.9","1.96","40.86","160.04","152","8.04","757.56","531.6","129.13","61.94","100.97","2.62","7.68","4.73","237.2","191.54","6.11","12.96","0.66","6.6","20.4","1.47","6.56","11.84","85.43","352.99","909.07","705.76","70.02","85.43","15.41","16.03","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","13.01"
"76571","10/18/2022","10/20/2022","19447","8.11","","0.32","HIGH","0.9","9.73","32.4","15.18","194.81","15.7","1.52","17.22","47.49","43.6","3.89","365.04","567.83","84.55","17.71","58.5","0.39","2.04","2.32","183.7","164.81","4.99","12.83","0.88","3.03","12.15","0.58","3.31","6.39","36.45","101.62","438.04","303.68","28.26","36.45","8.19","8.52","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19448","8.16","","0.32","HIGH","2.2","15.04","72.07","20.02","321.01","50.5","1.55","52.05","187.76","174","13.76","694.16","1124.99","52.54","16.83","45.34","2.06","3.21","3.53","273.94","141.82","4.68","16.03","0.38","3.75","16.27","1.93","11.83","9.93","100.44","404.65","832.99","707.09","90.9","100.44","9.54","9.92","10% Legume 90% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","NOT YET","3.04"
"76571","10/18/2022","10/20/2022","19449","8.23","","0.21","HIGH","1.6","14.92","43.38","22.22","262.48","19.4","1.76","21.16","140.48","130","10.48","506.02","1619.26","44.39","12.55","64.39","1.1","1.58","1.65","285.58","159.69","5.68","11.81","1.05","5.05","17.17","1.79","8.7","8.96","47.18","303.11","607.22","492.11","34.92","47.18","12.26","12.75","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
"76571","10/18/2022","10/20/2022","19450","8.03","","0.85","HIGH","1.6","16.41","45.55","20.51","282.14","23","2.04","25.04","76.32","69.3","7.02","519.7","568.26","102.33","43.43","300.09","0.8","9.24","0.71","270.76","357.8","5.82","13.76","0.82","4.77","15.74","1.23","5.8","9.34","53.66","162.21","623.64","442.25","41.4","53.66","12.26","12.75","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","6","YES","11.05"
"76571","10/18/2022","10/20/2022","19451","8.19","","1.24","HIGH","0.7","11.89","22.44","11.76","140.57","10.2","0.47","10.67","26.48","23.9","2.58","165.4","795.36","121.19","23.09","601.41","0.38","7.17","0.32","343.24","647.82","8.46","11.95","1.1","3.98","7.78","0.66","1.93","5.18","26.38","56.48","198.48","152.65","18.36","26.38","8.02","8.34","50% Legume 50% Grass","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","12","",""
