Zip,Date Recd,Date Rept,Lab No,1:1 Soil pH,WDRF Buffer,1:1 Soluble Salt,Excess Lime,Organic Matter,CO2-C,H2O Total N,H2O Organic N,H2O Total Organic C,H3A Nitrate,H3A Ammonium,H3A Inorganic Nitrogen,H3A Total Phosphorus,H3A Inorganic Phosphorus,H3A Organic Phosphorus,H3A ICAP Potassium,H3A ICAP Calcium,H3A ICAP Aluminum,H3A ICAP Iron,H3A ICAP Sulfur,H3A ICAP Zinc,H3A ICAP Manganese,H3A ICAP Copper,H3A ICAP Magnesium,H3A ICAP Sodium,% MAC,Organic C:N,Organic N:Inorganic N,Organic N Release,Organic N Reserve,Organic P Release,Organic P Reserve,Soil Health Calculation,Available N,Available P,Available K,Nutrient Value,Traditional N,Haney Test N,Lbs N Difference,N savings,Past Crop,Crop 1,YG 1,Nitrogen Rec 1,P205 Rec 1,K2O Rec 1,Magnesium Rec 1,Sulfur Rec 1,Zinc Rec 1,Iron Rec 1,Manganese Rec 1,Copper Rec 1,Lime Rec 1,Crop 2,YG 2,Nitrogen Rec 2,P205 Rec 2,K2O Rec 2,Magnesium Rec 2,Sulfur Rec 2,Zinc Rec 2,Iron Rec 2,Manganese Rec 2,Copper Rec 2,Lime Rec 2,Crop 3,YG 3,Nitrogen Rec 3,P205 Rec 3,K2O Rec 3,Magnesium Rec 3,Sulfur Rec 3,Zinc Rec 3,Iron Rec 3,Manganese Rec 3,Copper Rec 3,Lime Rec 3,Beta Glucosidase ppm pNP g-1 soil h-1,Urease ppm NH4-N g-1 soil h-1,Phosphodiesterase ppm pNP g-1 soil h-1,Dehydrogenase ppm INTF g-1 soil h-1,Fluorescein Diacetate Hydrolysis ppm fluorescein g-1 soil 3h-1,Beta Glucosaminidase ppm pNP g-1 soil h-1,Phosphomonoesterases (Acid) ppm pNP g-1 soil h-1,Phosphomonoesterases (Alkaline) ppm pNP g-1 soil h-1,Arylsulfatase ppm pNP g-1 soil h-1,Enzyme Soil Moisture %,Beginning Depth,Ending Depth,Cover Crop Mix,Cover crop mix,Sample Type,Test ID,Soil pH 1:1,Wdrf Buffer,"1:1 Electrical Conductivity, mmho/cm","Organic Matter, % LOI","Soil Respiration, ppm CO2-C","H2O Total Org. C, ppm C","H2O Total N, ppm N","H2O Org. N, ppm N","H3A Nitrate, ppm NO3-N","H3A Ammonium, ppm NH4-N","H3A Inorganic N, ppm N","H3A Total Phosphorus, ppm P","H3A Inorganic Phosphorus, ppm PO4-P","H3A Organic Phosphorus, ppm P","H3A Potassium, ppm K","H3A Calcium, ppm Ca","H3A Magnesium, ppm Mg","H3A Sodium, ppm Na","H3A Sulfur, ppm S","H3A Zinc, ppm Zn","H3A Iron, ppm Fe","H3A Manganese, ppm Mn","H3A Copper, ppm Cu","H3A Aluminum, ppm Al","Microbially Active C, %",H2O Org. C:Org. N ,H2O Org. N:H3A Inorg. N,"Organic N Release, ppm N","Organic N Reserve, ppm N","Organic P Release, ppm P","Organic P Reserve, ppm P",Soil Health Score,"Available N, lbs/A","Available P, lbs/A","Available K, lbs/A","Nutrient Value, $","Traditional Test N, lbs/A","Haney Test N, lbs/A","N Difference, lbs/A","N Savings, $","H3A Magnessium, ppm Mg"
56156,10/20/2022,10/24/2022,20012.0,6.2,6.5,0.07,NONE,4.4,75.83,22.11,15.57,192.45,5.76,1.56,7.32,10.38,6.31,4.07,23.36,624.66,125.49,70.75,3.93,0.34,1.22,0.15,183.84,20.32,39.4,12.36,2.38,15.57,0.0,4.07,0.0,12.99,54.93,23.88,28.03,82.13,13.82,54.93,41.11,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56156,10/20/2022,10/24/2022,20014.0,6.4,6.7,0.07,NONE,4.5,134.52,30.97,21.62,243.46,8.39,1.93,10.32,15.65,10.5,5.15,42.22,682.67,117.42,86.76,4.55,0.39,1.59,0.16,202.22,21.95,55.25,11.26,2.31,21.62,0.0,5.15,0.0,18.24,76.67,36.0,50.66,121.62,20.14,76.67,56.53,58.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54007,7/5/2022,7/7/2022,10110.0,6.4,6.8,0.56,NONE,2.7,43.89,101.39,11.86,109.37,88.0,1.53,89.53,28.88,22.5,6.38,139.83,520.02,107.22,63.56,10.28,1.34,20.61,0.66,183.21,16.19,40.13,9.22,0.13,11.86,0.0,6.38,0.0,7.76,243.33,66.42,167.8,367.52,211.2,243.33,32.13,33.41,SOYBEANS,CORN BU/A,180.0,0.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54007,7/5/2022,7/7/2022,10111.0,6.7,,0.42,NONE,2.5,26.79,69.5,10.75,106.77,56.9,1.85,58.75,34.07,27.8,6.27,143.5,472.48,114.03,67.67,8.75,0.87,12.26,0.46,168.07,13.04,25.09,9.93,0.18,10.75,0.0,4.72,1.55,5.89,166.8,74.8,172.2,293.98,136.56,166.8,30.24,31.45,SOYBEANS,CORN BU/A,180.0,0.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/6/2022,7/8/2022,10346.0,6.8,,0.18,NONE,0.8,12.8,11.29,6.69,98.44,2.46,2.07,4.53,120.06,114.0,6.06,17.83,533.99,266.01,54.5,5.29,3.06,7.29,0.65,63.59,16.67,13.0,14.72,1.45,3.48,3.21,2.36,3.7,3.92,28.83,267.64,21.39,163.79,8.86,28.83,19.97,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/6/2022,7/8/2022,10347.0,6.9,,0.14,NONE,0.6,10.08,10.72,6.1,82.48,2.26,2.17,4.43,147.92,138.0,9.92,11.49,522.71,192.43,104.39,10.44,3.75,7.65,1.6,51.95,14.29,12.22,13.52,1.32,2.98,3.12,3.64,6.28,3.27,26.69,325.77,13.79,184.5,8.14,26.69,18.55,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040,7/6/2022,7/8/2022,10348.0,6.8,,0.14,NONE,0.7,10.89,14.3,7.68,95.54,3.36,3.06,6.42,142.42,129.0,13.42,18.96,496.19,114.77,168.83,14.18,5.07,8.54,1.76,56.95,12.17,11.4,12.44,1.16,3.5,4.18,4.59,8.83,3.77,35.73,307.26,22.76,189.87,12.1,35.73,23.63,24.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59444,7/21/2022,7/25/2022,11189.0,6.67,,0.1,NONE,2.5,39.79,17.16,10.23,140.01,3.45,1.0,4.45,46.31,42.1,4.21,123.91,427.35,204.04,76.35,3.59,0.57,6.32,0.42,187.68,10.17,28.42,13.69,1.48,10.23,0.0,3.59,0.62,7.8,26.42,105.09,148.69,150.17,6.21,26.42,20.21,21.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59444,7/21/2022,7/25/2022,11190.0,6.38,6.77,0.11,NONE,2.8,32.77,18.15,10.81,149.05,3.2,0.74,3.94,50.6,46.0,4.6,178.41,408.3,225.69,82.78,2.57,0.62,6.08,0.29,205.29,11.11,21.98,13.79,1.47,9.51,1.3,3.03,1.57,7.34,24.21,112.78,214.09,184.1,5.76,24.21,18.45,19.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59444,7/21/2022,7/25/2022,11191.0,7.72,,0.13,HIGH,2.7,17.61,13.56,7.88,118.67,2.57,0.2,2.77,7.96,7.24,0.72,64.83,2074.81,47.65,8.24,5.89,0.08,0.7,0.07,324.6,11.08,14.84,15.07,1.39,4.68,3.2,0.32,0.4,4.92,13.39,17.39,77.8,60.83,4.63,13.39,8.77,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59444,7/21/2022,7/25/2022,11192.0,7.67,,0.13,HIGH,2.8,12.59,16.54,10.36,131.91,3.54,0.3,3.84,18.48,16.8,1.68,91.26,1997.79,77.56,11.94,5.29,0.15,1.31,0.2,237.42,10.6,9.55,12.73,1.68,3.96,6.41,0.48,1.2,4.93,14.04,39.75,109.51,87.64,6.37,14.04,7.67,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59444,7/21/2022,7/25/2022,11193.0,7.37,,0.14,NONE,3.2,51.58,16.58,10.16,135.42,3.09,0.36,3.45,52.14,47.4,4.74,150.18,864.01,168.77,28.68,4.48,0.36,5.49,0.27,277.58,13.46,38.09,13.32,1.58,10.16,0.0,4.74,0.0,8.88,24.5,119.92,180.22,170.75,5.56,24.5,18.94,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59444,7/21/2022,7/25/2022,11194.0,7.73,,0.16,HIGH,2.8,26.56,12.34,5.27,94.43,3.1,0.58,3.68,10.64,9.67,0.97,120.36,2027.58,54.79,6.24,4.45,0.06,0.69,0.13,320.72,10.85,28.13,17.93,0.74,5.27,0.0,0.82,0.15,5.07,16.1,24.12,144.43,100.05,5.58,16.1,10.52,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59444,7/11/2022,7/13/2022,10509.0,7.6,,0.21,NONE,2.0,15.24,26.28,9.85,129.43,14.7,2.47,17.17,35.6,30.3,5.3,277.17,542.33,152.78,41.57,4.46,0.68,23.8,0.26,173.01,8.53,11.77,13.15,0.6,4.64,5.21,1.87,3.43,5.1,52.34,74.0,332.6,254.77,35.28,52.34,17.06,17.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66846,2/22/2023,2/24/2023,2065.0,6.5,6.6,0.18,NONE,4.8,224.3,22.31,14.79,216.56,5.49,1.89,7.38,29.22,20.1,9.12,123.51,578.5,152.52,83.8,5.45,0.8,3.7,0.18,116.49,18.71,103.58,14.65,1.97,14.79,0.0,9.12,0.0,21.83,53.2,67.21,148.22,160.35,13.18,53.2,40.02,41.63,ALL OTHER CROPS,BROME GRASS T/A,3.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66550,5/27/2022,5/31/2022,7346.0,5.6,6.4,0.11,NONE,3.8,89.99,21.14,12.45,185.47,4.83,2.44,7.27,4.87,3.61,1.26,22.63,415.8,181.46,100.9,3.26,0.35,4.37,0.21,98.66,19.92,48.52,14.9,1.43,12.45,0.0,1.26,0.0,13.95,47.33,11.21,27.16,67.95,11.59,47.33,35.73,37.16,ALL OTHER CROPS,CORN BU/A,160.0,120.0,75.0,75.0,0.0,16.0,2.0,0,0.0,0.0,2.4,SOYBEANS BU/A,50.0,0.0,50.0,70.0,0.0,9.0,2.0,0,0.0,0.0,2.4,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66550,5/27/2022,5/31/2022,7347.0,6.5,6.6,0.12,NONE,4.8,216.36,28.95,19.13,279.4,4.71,2.22,6.93,3.86,2.71,1.15,28.73,517.51,138.87,92.97,3.92,0.48,3.75,0.19,119.18,21.72,77.44,14.61,1.95,19.13,0.0,1.15,0.0,22.96,62.54,8.89,34.47,86.36,11.3,62.54,51.23,53.28,ALL OTHER CROPS,SOYBEANS BU/A,50.0,0.0,55.0,55.0,0.0,6.0,0.0,0,0.0,0.0,0.0,TRITICALE BU/A,50.0,15.0,40.0,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66550,5/27/2022,5/31/2022,7348.0,6.4,6.8,0.13,NONE,3.9,110.59,26.77,17.87,271.3,4.6,2.37,6.97,9.9,6.49,3.41,34.7,639.1,170.3,65.25,4.84,0.29,2.93,0.22,136.72,19.09,40.76,15.18,2.01,17.87,0.0,3.41,0.0,16.43,59.62,22.77,41.65,93.3,11.04,59.62,48.58,50.52,ALL OTHER CROPS,SOYBEANS BU/A,50.0,0.0,35.0,45.0,0.0,0.0,3.0,0,0.0,0.0,0.0,TRITICALE BU/A,50.0,25.0,25.0,20.0,0.0,0.0,3.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040.0,8/16/2023,8/18/2023,33145.0,8.1,,0.67,HIGH,2.5,13.75,109.57,19.32,185.43,84.9,4.27,89.17,38.37,34.1,4.27,36.33,2403.47,49.28,5.38,101.84,0.42,1.05,0.18,314.69,282.67,7.41,9.6,0.21,5.73,13.59,0.95,3.32,7.02,170.82,80.61,43.59,236.53,152.82,170.82,18.0,18.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040.0,8/16/2023,8/18/2023,33146.0,8.0,,2.9,HIGH,2.2,9.57,260.4,23.73,177.67,233.0,1.75,234.75,26.34,23.5,2.84,18.97,1877.48,22.19,3.54,217.3,0.82,0.7,0.22,371.14,496.1,5.39,7.49,0.1,5.11,18.62,0.46,2.38,6.88,431.75,55.11,22.76,485.75,419.4,431.75,12.35,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040.0,8/16/2023,8/18/2023,33147.0,6.8,,0.89,NONE,2.8,34.87,217.5,23.6,190.48,170.0,38.65,208.65,146.08,128.0,18.08,101.2,710.74,170.27,22.96,74.55,1.99,36.98,0.51,258.96,173.63,18.31,8.07,0.12,17.28,6.32,9.93,8.15,9.66,406.67,317.23,121.44,629.59,306.0,406.67,100.67,104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040.0,8/16/2023,8/18/2023,33148.0,6.7,,0.75,NONE,2.8,23.51,209.3,22.4,190.51,162.0,44.65,206.65,157.91,142.0,15.91,100.74,701.97,171.11,23.89,67.9,2.02,36.8,0.5,256.34,166.97,12.34,8.5,0.12,11.06,11.34,5.89,10.02,8.4,391.87,340.15,120.89,624.46,291.6,391.87,100.27,104.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,10% Legume 90% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040.0,8/16/2023,8/18/2023,33149.0,8.1,,0.2,HIGH,1.9,15.17,27.4,10.37,141.99,10.4,8.35,18.75,50.35,43.1,7.25,47.1,2240.33,31.71,9.79,10.29,0.64,2.18,0.03,180.2,25.3,10.69,13.69,0.61,4.43,5.94,2.32,4.92,5.39,41.73,104.47,56.52,119.71,18.72,41.73,23.01,23.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85040.0,8/16/2023,8/18/2023,33150.0,8.2,,0.18,HIGH,1.4,9.51,23.75,10.0,128.8,7.6,4.11,11.71,16.57,14.6,1.97,15.84,2622.37,17.47,6.24,11.17,0.11,0.83,0.02,170.35,26.61,7.39,12.87,0.73,2.96,7.05,0.44,1.53,4.53,26.4,34.58,19.01,52.87,13.68,26.4,12.72,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,60% Legume 40% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35968,7/12/2023,7/14/2023,26779.0,7.3,,0.1,NONE,2.9,77.3,16.91,8.03,114.97,6.88,1.96,8.84,11.97,9.79,2.18,39.92,623.42,125.56,55.72,3.97,1.31,9.0,0.56,113.53,16.05,67.25,14.32,0.9,8.03,0.0,2.18,0.0,10.83,30.36,27.53,47.9,68.19,12.38,30.36,17.98,18.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30240,9/14/2023,9/18/2023,36941.0,6.8,,0.23,NONE,5.7,74.9,31.17,18.75,216.1,9.64,4.39,14.03,34.56,28.9,5.66,120.15,567.0,136.41,97.98,6.8,4.33,9.03,0.55,123.37,15.35,34.67,11.52,1.51,18.75,0.0,5.66,0.0,13.69,39.34,79.49,144.18,149.57,11.57,39.34,27.77,28.88,ALL OTHER CROPS,PASTURE T/A,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,40% Legume 60% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66550,5/27/2022,5/31/2022,7349.0,7.0,,0.34,NONE,4.0,161.59,20.7,12.47,177.98,3.45,2.02,5.47,18.72,16.1,2.62,24.85,1920.21,61.66,24.94,8.46,0.19,1.72,0.16,140.15,13.4,90.79,14.27,1.52,12.47,0.0,2.62,0.0,18.27,43.06,43.05,29.82,79.49,8.28,43.06,34.78,36.17,ALL OTHER CROPS,SOYBEANS BU/A,70.0,0.0,25.0,75.0,0.0,0.0,6.0,0,3.0,0.0,0.0,CORN BU/A,200.0,165.0,40.0,75.0,0.0,0.0,6.0,0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,30% Legume 70% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66550,5/27/2022,5/31/2022,7350.0,6.6,,0.15,NONE,2.8,40.24,29.02,13.77,175.74,11.2,1.48,12.68,39.05,35.5,3.55,56.02,727.22,135.19,79.66,5.63,0.77,9.19,0.23,110.98,13.05,22.9,12.76,0.9,12.61,1.16,2.44,1.11,8.92,60.71,87.26,67.23,136.89,26.88,60.71,33.83,35.18,ALL OTHER CROPS,SOYBEANS BU/A,65.0,0.0,15.0,35.0,0.0,0.0,0.0,0,0.0,0.0,0.0,CORN BU/A,180.0,130.0,15.0,30.0,0.0,9.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,,50% Legume 50% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74820.0,9/1/2023,9/6/2023,35729.0,7.6,,0.23,HIGH,4.1,283.7,23.5,20.14,337.43,1.51,2.98,4.49,1.87,1.65,0.22,31.1,2396.63,47.36,13.8,4.1,0.07,6.49,0.06,69.91,12.22,84.08,16.75,5.99,20.14,0.0,0.22,0.0,29.03,44.34,4.31,37.31,66.75,2.72,44.34,41.62,43.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74820.0,9/1/2023,9/6/2023,35730.0,7.3,,0.26,HIGH,4.6,340.17,26.18,21.86,349.08,2.32,3.22,5.54,4.59,2.56,2.03,47.85,2424.87,42.8,10.64,5.65,0.03,3.06,0.09,107.96,22.12,97.45,15.97,5.06,21.86,0.0,2.03,0.0,30.43,49.32,10.55,57.42,84.86,4.18,49.32,45.15,46.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74820.0,9/1/2023,9/6/2023,35731.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74820.0,9/1/2023,9/6/2023,35732.0,6.3,6.6,0.16,NONE,4.9,375.88,38.83,29.68,425.08,4.97,6.73,11.7,7.82,4.78,3.04,85.25,513.59,106.49,72.49,7.59,1.27,11.86,0.2,159.89,21.55,88.43,14.32,3.24,29.68,0.0,3.04,0.0,34.96,74.49,17.98,102.3,136.89,8.95,74.49,65.54,68.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74820.0,9/1/2023,9/6/2023,35733.0,7.8,,0.25,HIGH,4.9,163.92,35.91,28.06,403.37,4.97,4.64,9.61,20.48,16.3,4.18,110.58,1509.81,81.88,28.19,8.34,0.5,8.79,0.08,133.14,15.86,40.64,14.38,3.57,28.06,0.0,4.18,0.0,24.53,67.8,47.11,132.7,158.54,8.95,67.8,58.86,61.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74820.0,9/1/2023,9/6/2023,35734.0,6.5,6.7,0.33,HIGH,4.7,571.0,55.37,24.24,352.89,27.4,7.13,34.53,13.38,10.9,2.48,35.72,992.63,140.32,74.88,7.34,0.29,7.11,0.18,164.59,16.16,161.8,14.56,0.78,24.24,0.0,2.48,0.0,38.03,105.78,30.76,42.87,145.6,49.32,105.78,56.46,58.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,20% Legume 80% Grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
